,WHO Region,ISO3,WHO Country Name,City or Locality,Measurement Year,NO2 (μg/m3),NO2 temporal coverage (%),Population,Average NO2
0,European Region,ALB,Albania,Elbasan,2015,23.96,97.85388128,2880703.0,23.96
1,European Region,ALB,Albania,Elbasan,2016,26.26,96.0496357,2876101.0,26.26
2,European Region,AND,Andorra,Escaldes-Engordany,2012,31.64,100.0,71013.0,31.64
3,European Region,AND,Andorra,Escaldes-Engordany,2014,27.62,100.0,71621.0,27.62
4,European Region,AND,Andorra,Escaldes-Engordany,2015,26.65,94.55479452,71746.0,26.65
5,European Region,AND,Andorra,Escaldes-Engordany,2016,26.98,94.96812386,72540.0,26.98
6,European Region,AND,Andorra,Escaldes-Engordany,2017,28.74,95.10273973,73837.0,28.74
7,European Region,AND,Andorra,Escaldes-Engordany,2018,26.55,93.39041096,75013.0,26.55
8,European Region,AND,Andorra,Escaldes-Engordany,2019,31.01,92.1803653,76343.0,31.01
9,Region of the Americas,ARG,Argentina,Buenos Aires,2016,15.35,91.6666666666666,43590368.0,15.35
10,Region of the Americas,ARG,Argentina,Buenos Aires,2017,19.57,100.0,44044811.0,19.57
11,Western Pacific Region,AUS,Australia,Adelaide,2013,8.65,94.47,23128129.0,10.34
12,Western Pacific Region,AUS,Australia,Wollongong/Illawarra,2013,12.03,95.35,23128129.0,10.34
13,Western Pacific Region,AUS,Australia,Adelaide,2014,9.4,96.34,23475686.0,13.253333333333332
14,Western Pacific Region,AUS,Australia,Muswellbrook,2014,19.47,95.02,23475686.0,13.253333333333332
15,Western Pacific Region,AUS,Australia,Wollongong/Illawarra,2014,10.89,95.36,23475686.0,13.253333333333332
16,Western Pacific Region,AUS,Australia,Adelaide,2015,9.78,94.46,23815995.0,7.792
17,Western Pacific Region,AUS,Australia,Darwin,2015,5.1,95.0,23815995.0,7.792
18,Western Pacific Region,AUS,Australia,Palmerston,2015,7.4,94.0,23815995.0,7.792
19,Western Pacific Region,AUS,Australia,Palmerston,2015,7.4,95.08,23815995.0,7.792
20,Western Pacific Region,AUS,Australia,Wyong,2015,9.28,95.39,23815995.0,7.792
21,Western Pacific Region,AUS,Australia,Adelaide,2019,11.57,91.8571428571428,25340217.0,9.392105263157895
22,Western Pacific Region,AUS,Australia,Brisbane,2019,8.43,98.3333333333333,25340217.0,9.392105263157895
23,Western Pacific Region,AUS,Australia,Canberra,2019,9.42,93.65,25340217.0,9.392105263157895
24,Western Pacific Region,AUS,Australia,Central Coast,2019,7.83,97.5339999999999,25340217.0,9.392105263157895
25,Western Pacific Region,AUS,Australia,Darwin,2019,3.65,90.9999999999999,25340217.0,9.392105263157895
26,Western Pacific Region,AUS,Australia,Gladstone,2019,4.77,98.3333333333333,25340217.0,9.392105263157895
27,Western Pacific Region,AUS,Australia,Gold Coast,2019,6.3,98.0,25340217.0,9.392105263157895
28,Western Pacific Region,AUS,Australia,Gunnedah,2019,9.7,98.0819999999999,25340217.0,9.392105263157895
29,Western Pacific Region,AUS,Australia,Ipswich,2019,9.9,99.0,25340217.0,9.392105263157895
30,Western Pacific Region,AUS,Australia,Muswellbrook,2019,20.46,97.5,25340217.0,9.392105263157895
31,Western Pacific Region,AUS,Australia,Newcastle/Lower Hunter,2019,15.72,95.3423333333333,25340217.0,9.392105263157895
32,Western Pacific Region,AUS,Australia,Palmerston,2019,4.5,94.0,25340217.0,9.392105263157895
33,Western Pacific Region,AUS,Australia,Perth,2019,9.09,97.35,25340217.0,9.392105263157895
34,Western Pacific Region,AUS,Australia,Perth,2019,9.09,97.35,25340217.0,9.392105263157895
35,Western Pacific Region,AUS,Australia,Singleton,2019,14.23,97.3,25340217.0,9.392105263157895
36,Western Pacific Region,AUS,Australia,Sunshine Coast,2019,4.8,100.0,25340217.0,9.392105263157895
37,Western Pacific Region,AUS,Australia,Sydney,2019,15.31,97.2418,25340217.0,9.392105263157895
38,Western Pacific Region,AUS,Australia,Townsville,2019,3.5,96.0,25340217.0,9.392105263157895
39,Western Pacific Region,AUS,Australia,Wollongong/Illawarra,2019,10.18,97.1686666666666,25340217.0,9.392105263157895
40,Western Pacific Region,AUS,Australia,Brisbane,2016,7.22,94.6,24190907.0,8.6
41,Western Pacific Region,AUS,Australia,Darwin,2016,5.0,95.0,24190907.0,8.6
42,Western Pacific Region,AUS,Australia,Palmerston,2016,3.8,93.0,24190907.0,8.6
43,Western Pacific Region,AUS,Australia,Perth,2016,3.76,99.6,24190907.0,8.6
44,Western Pacific Region,AUS,Australia,Singleton,2016,17.13,95.16,24190907.0,8.6
45,Western Pacific Region,AUS,Australia,Sydney,2016,14.69,95.21,24190907.0,8.6
46,Western Pacific Region,AUS,Australia,Palmerston,2012,7.0,95.09,22733465.0,7.0
47,Western Pacific Region,AUS,Australia,Palmerston,2018,4.9,96.0,24966643.0,4.9
48,European Region,AUT,Austria,Am Rechen,2013,15.69,95.12557078,8479823.0,21.412912621359226
49,European Region,AUT,Austria,Amstetten,2013,22.4,94.84018265,8479823.0,21.412912621359226
50,European Region,AUT,Austria,Bad Vöslau,2013,14.04,92.57990868,8479823.0,21.412912621359226
51,European Region,AUT,Austria,Biedermannsdorf,2013,26.75,95.28538813,8479823.0,21.412912621359226
52,European Region,AUT,Austria,Bludenz,2013,23.36,94.96575342,8479823.0,21.412912621359226
53,European Region,AUT,Austria,Bratislava,2013,13.57,90.53652968,8479823.0,21.412912621359226
54,European Region,AUT,Austria,Braunau Am Inn,2013,21.12,92.44292237,8479823.0,21.412912621359226
55,European Region,AUT,Austria,Bruck An Der Mur,2013,18.28,95.62785388,8479823.0,21.412912621359226
56,European Region,AUT,Austria,Burgfried,2013,43.09,95.54794521,8479823.0,21.412912621359226
57,European Region,AUT,Austria,Dalaas,2013,27.89,95.33105023,8479823.0,21.412912621359226
58,European Region,AUT,Austria,Deutschlandsberg,2013,15.72,93.32191781,8479823.0,21.412912621359226
59,European Region,AUT,Austria,Donawitz,2013,18.8,95.65068493,8479823.0,21.412912621359226
60,European Region,AUT,Austria,Dornbirn,2013,29.29,94.37214612,8479823.0,21.412912621359226
61,European Region,AUT,Austria,Durnrohr,2013,15.02,94.93150685,8479823.0,21.412912621359226
62,European Region,AUT,Austria,Eisenstadt,2013,18.58,95.456621,8479823.0,21.412912621359226
63,European Region,AUT,Austria,Enns,2013,47.23,94.28082192,8479823.0,21.412912621359226
64,European Region,AUT,Austria,Feldkirch,2013,55.38,95.54794521,8479823.0,21.412912621359226
65,European Region,AUT,Austria,Furstenfeld,2013,16.98,95.69634703,8479823.0,21.412912621359226
66,European Region,AUT,Austria,Gänserndorf,2013,12.41,95.51369863,8479823.0,21.412912621359226
67,European Region,AUT,Austria,Gemeinde Imst,2013,38.99,96.07305936,8479823.0,21.412912621359226
68,European Region,AUT,Austria,Gmunden,2013,16.53,93.76712329,8479823.0,21.412912621359226
69,European Region,AUT,Austria,Goss,2013,24.55,95.58219178,8479823.0,21.412912621359226
70,European Region,AUT,Austria,Graz,2013,32.09,95.2549467283333,8479823.0,21.412912621359226
71,European Region,AUT,Austria,Graz-Umgebung,2013,18.19,95.65068493,8479823.0,21.412912621359226
72,European Region,AUT,Austria,Grossenzersdorf,2013,15.32,95.49086758,8479823.0,21.412912621359226
73,European Region,AUT,Austria,Hainburg An Der Donau,2013,14.52,95.57077626,8479823.0,21.412912621359226
74,European Region,AUT,Austria,Hall In Tirol,2013,39.61,96.09589041,8479823.0,21.412912621359226
75,European Region,AUT,Austria,Hallein,2013,37.11,95.3120243533333,8479823.0,21.412912621359226
76,European Region,AUT,Austria,Hartberg,2013,20.07,94.71461187,8479823.0,21.412912621359226
77,European Region,AUT,Austria,Haselbach,2013,21.12,92.44292237,8479823.0,21.412912621359226
78,European Region,AUT,Austria,Heiterwang,2013,17.68,96.03881279,8479823.0,21.412912621359226
79,European Region,AUT,Austria,Hermagor,2013,3.04,94.70319635,8479823.0,21.412912621359226
80,European Region,AUT,Austria,Herzogberg,2013,11.87,95.53652968,8479823.0,21.412912621359226
81,European Region,AUT,Austria,Hochberg,2013,9.27,95.35388128,8479823.0,21.412912621359226
82,European Region,AUT,Austria,Höchst,2013,41.11,95.19406393,8479823.0,21.412912621359226
83,European Region,AUT,Austria,Hollabrunn,2013,9.41,91.87214612,8479823.0,21.412912621359226
84,European Region,AUT,Austria,Illmitz,2013,9.21,94.40639269,8479823.0,21.412912621359226
85,European Region,AUT,Austria,Innsbruck,2013,33.21,95.9931506833333,8479823.0,21.412912621359226
86,European Region,AUT,Austria,Judenburg,2013,15.86,95.49086758,8479823.0,21.412912621359226
87,European Region,AUT,Austria,Judendorf-Strassengel,2013,22.43,95.410958905,8479823.0,21.412912621359226
88,European Region,AUT,Austria,Kapfenberg,2013,21.72,95.68493151,8479823.0,21.412912621359226
89,European Region,AUT,Austria,Kematen An Der Ybbs,2013,11.35,94.94292237,8479823.0,21.412912621359226
90,European Region,AUT,Austria,Klagenfurt Am Worthersee,2013,34.65,95.49086758,8479823.0,21.412912621359226
91,European Region,AUT,Austria,Klöchberg,2013,6.85,93.85844749,8479823.0,21.412912621359226
92,European Region,AUT,Austria,Klosterneuburg,2013,18.87,95.29394977,8479823.0,21.412912621359226
93,European Region,AUT,Austria,Knittelfeld,2013,20.09,95.70776256,8479823.0,21.412912621359226
94,European Region,AUT,Austria,Koflach,2013,21.79,95.55936073,8479823.0,21.412912621359226
95,European Region,AUT,Austria,Kramsach,2013,21.53,96.03881279,8479823.0,21.412912621359226
96,European Region,AUT,Austria,Krems An Der Donau,2013,18.75,95.07990868,8479823.0,21.412912621359226
97,European Region,AUT,Austria,Kreuth,2013,3.04,94.70319635,8479823.0,21.412912621359226
98,European Region,AUT,Austria,Kreuzberg,2013,5.89,95.60502283,8479823.0,21.412912621359226
99,European Region,AUT,Austria,Kriegen,2013,10.89,94.48630137,8479823.0,21.412912621359226
100,European Region,AUT,Austria,Kufstein,2013,26.87,96.00456621,8479823.0,21.412912621359226
101,European Region,AUT,Austria,Lenzing,2013,15.17,93.21917808,8479823.0,21.412912621359226
102,European Region,AUT,Austria,Leoben,2013,19.18,95.60502283,8479823.0,21.412912621359226
103,European Region,AUT,Austria,Lienz,2013,27.56,95.94178082,8479823.0,21.412912621359226
104,European Region,AUT,Austria,Liezen,2013,16.09,95.54794521,8479823.0,21.412912621359226
105,European Region,AUT,Austria,Linz,2013,31.55,91.719178084,8479823.0,21.412912621359226
106,European Region,AUT,Austria,Lustenau,2013,30.22,95.211187215,8479823.0,21.412912621359226
107,European Region,AUT,Austria,Modling,2013,18.94,95.10273973,8479823.0,21.412912621359226
108,European Region,AUT,Austria,Murzzuschlag,2013,17.67,95.60502283,8479823.0,21.412912621359226
109,European Region,AUT,Austria,Natters,2013,47.87,96.05022831,8479823.0,21.412912621359226
110,European Region,AUT,Austria,Niklasdorf,2013,16.47,93.78995434,8479823.0,21.412912621359226
111,European Region,AUT,Austria,Oberschutzen,2013,9.63,95.52511416,8479823.0,21.412912621359226
112,European Region,AUT,Austria,Obervellach-West,2013,12.28,95.12557078,8479823.0,21.412912621359226
113,European Region,AUT,Austria,Pamet,2013,9.69,92.79680365,8479823.0,21.412912621359226
114,European Region,AUT,Austria,Peggau,2013,18.73,95.37671233,8479823.0,21.412912621359226
115,European Region,AUT,Austria,Radfeld,2013,50.81,95.93607306,8479823.0,21.412912621359226
116,European Region,AUT,Austria,Rauris,2013,0.6,95.0,8479823.0,21.412912621359226
117,European Region,AUT,Austria,Reichraming,2013,5.27,94.25799087,8479823.0,21.412912621359226
118,European Region,AUT,Austria,Salzburg,2013,36.6,95.5631659066666,8479823.0,21.412912621359226
119,European Region,AUT,Austria,Sankt Johann Im Pongau,2013,24.37,95.53652968,8479823.0,21.412912621359226
120,European Region,AUT,Austria,Sankt Pöelten,2013,28.69,95.02283105,8479823.0,21.412912621359226
121,European Region,AUT,Austria,Sankt Valentin,2013,24.21,95.10273973,8479823.0,21.412912621359226
122,European Region,AUT,Austria,Sankt Veit An Der Glan District,2013,17.1,95.46803653,8479823.0,21.412912621359226
123,European Region,AUT,Austria,Schondorf,2013,16.52,91.52968037,8479823.0,21.412912621359226
124,European Region,AUT,Austria,Schwechat,2013,23.76,95.525114155,8479823.0,21.412912621359226
125,European Region,AUT,Austria,Spittal An Der Drau,2013,25.42,96.02739726,8479823.0,21.412912621359226
126,European Region,AUT,Austria,Steyr,2013,18.17,93.35616438,8479823.0,21.412912621359226
127,European Region,AUT,Austria,Stixneusiedl,2013,14.34,95.47945205,8479823.0,21.412912621359226
128,European Region,AUT,Austria,Stockerau,2013,26.05,95.17123288,8479823.0,21.412912621359226
129,European Region,AUT,Austria,Streithofen,2013,11.37,95.54794521,8479823.0,21.412912621359226
130,European Region,AUT,Austria,Sulzberg,2013,6.37,95.07990868,8479823.0,21.412912621359226
131,European Region,AUT,Austria,Tamsweg,2013,25.13,95.2739726,8479823.0,21.412912621359226
132,European Region,AUT,Austria,Thaures,2013,8.46,95.37671233,8479823.0,21.412912621359226
133,European Region,AUT,Austria,Traismauer,2013,15.18,94.6803653,8479823.0,21.412912621359226
134,European Region,AUT,Austria,Traun,2013,23.88,92.80821918,8479823.0,21.412912621359226
135,European Region,AUT,Austria,Tulln An Der Donau,2013,18.19,94.26940639,8479823.0,21.412912621359226
136,European Region,AUT,Austria,Unterbergern,2013,9.74,94.00684932,8479823.0,21.412912621359226
137,European Region,AUT,Austria,Villach,2013,31.17,95.69634703,8479823.0,21.412912621359226
138,European Region,AUT,Austria,Voitsberg,2013,17.79,95.60502283,8479823.0,21.412912621359226
139,European Region,AUT,Austria,Vomp,2013,49.62,96.02739726,8479823.0,21.412912621359226
140,European Region,AUT,Austria,Vösendorf,2013,24.94,93.13926941,8479823.0,21.412912621359226
141,European Region,AUT,Austria,Weiz,2013,24.49,95.14840183,8479823.0,21.412912621359226
142,European Region,AUT,Austria,Wels,2013,27.87,91.65525114,8479823.0,21.412912621359226
143,European Region,AUT,Austria,Wien,2013,27.49,95.1698898729411,8479823.0,21.412912621359226
144,European Region,AUT,Austria,Wiener Neudorf,2013,25.99,95.12557078,8479823.0,21.412912621359226
145,European Region,AUT,Austria,Wiener Neustadt,2013,19.01,95.28538813,8479823.0,21.412912621359226
146,European Region,AUT,Austria,Wildon,2013,12.91,94.96575342,8479823.0,21.412912621359226
147,European Region,AUT,Austria,Wolfsberg,2013,29.05,95.60502283,8479823.0,21.412912621359226
148,European Region,AUT,Austria,Wolkersdorf Im Weinviertel,2013,14.72,93.41324201,8479823.0,21.412912621359226
149,European Region,AUT,Austria,Worgl,2013,29.12,95.94748858,8479823.0,21.412912621359226
150,European Region,AUT,Austria,Zeltweg,2013,21.0,95.53652968,8479823.0,21.412912621359226
151,European Region,AUT,Austria,Am Rechen,2014,15.55,95.17123288,8546356.0,19.477904761904764
152,European Region,AUT,Austria,Amstetten,2014,21.8,95.1369863,8546356.0,19.477904761904764
153,European Region,AUT,Austria,Bad Vöslau,2014,13.13,94.25799087,8546356.0,19.477904761904764
154,European Region,AUT,Austria,Biedermannsdorf,2014,27.35,94.7716895,8546356.0,19.477904761904764
155,European Region,AUT,Austria,Bludenz,2014,20.9,95.28538813,8546356.0,19.477904761904764
156,European Region,AUT,Austria,Bratislava,2014,13.94,94.65753425,8546356.0,19.477904761904764
157,European Region,AUT,Austria,Braunau Am Inn,2014,17.16,93.08219178,8546356.0,19.477904761904764
158,European Region,AUT,Austria,Bruck An Der Mur,2014,16.96,95.65068493,8546356.0,19.477904761904764
159,European Region,AUT,Austria,Burgfried,2014,38.7,95.456621,8546356.0,19.477904761904764
160,European Region,AUT,Austria,Dalaas,2014,26.48,95.33105023,8546356.0,19.477904761904764
161,European Region,AUT,Austria,Deutschlandsberg,2014,13.5,95.39954338,8546356.0,19.477904761904764
162,European Region,AUT,Austria,Donawitz,2014,16.68,94.94292237,8546356.0,19.477904761904764
163,European Region,AUT,Austria,Dornbirn,2014,31.13,94.32648402,8546356.0,19.477904761904764
164,European Region,AUT,Austria,Durnrohr,2014,13.94,93.98401826,8546356.0,19.477904761904764
165,European Region,AUT,Austria,Eisenstadt,2014,17.68,94.47488584,8546356.0,19.477904761904764
166,European Region,AUT,Austria,Enns,2014,45.16,94.06392694,8546356.0,19.477904761904764
167,European Region,AUT,Austria,Feldkirch,2014,46.48,95.30821918,8546356.0,19.477904761904764
168,European Region,AUT,Austria,Freistadt,2014,6.61,93.00228311,8546356.0,19.477904761904764
169,European Region,AUT,Austria,Furstenfeld,2014,16.02,95.62785388,8546356.0,19.477904761904764
170,European Region,AUT,Austria,Gänserndorf,2014,12.09,95.61643836,8546356.0,19.477904761904764
171,European Region,AUT,Austria,Gemeinde Imst,2014,36.75,95.57077626,8546356.0,19.477904761904764
172,European Region,AUT,Austria,Gmunden,2014,15.19,93.76712329,8546356.0,19.477904761904764
173,European Region,AUT,Austria,Graz,2014,29.97,95.2910958916666,8546356.0,19.477904761904764
174,European Region,AUT,Austria,Graz-Umgebung,2014,16.3,95.58219178,8546356.0,19.477904761904764
175,European Region,AUT,Austria,Grossenzersdorf,2014,12.9,93.77853881,8546356.0,19.477904761904764
176,European Region,AUT,Austria,Hainburg An Der Donau,2014,13.5,95.39954338,8546356.0,19.477904761904764
177,European Region,AUT,Austria,Hall In Tirol,2014,35.98,95.60502283,8546356.0,19.477904761904764
178,European Region,AUT,Austria,Hallein,2014,33.39,95.3348554033333,8546356.0,19.477904761904764
179,European Region,AUT,Austria,Hartberg,2014,15.71,95.70776256,8546356.0,19.477904761904764
180,European Region,AUT,Austria,Haselbach,2014,17.16,93.08219178,8546356.0,19.477904761904764
181,European Region,AUT,Austria,Heiterwang,2014,15.25,95.59360731,8546356.0,19.477904761904764
182,European Region,AUT,Austria,Hermagor,2014,2.71,94.21232877,8546356.0,19.477904761904764
183,European Region,AUT,Austria,Herzogberg,2014,9.69,95.71917808,8546356.0,19.477904761904764
184,European Region,AUT,Austria,Hochberg,2014,8.13,94.85159817,8546356.0,19.477904761904764
185,European Region,AUT,Austria,Hochgössnitz,2014,5.73,94.50913242,8546356.0,19.477904761904764
186,European Region,AUT,Austria,Höchst,2014,38.06,95.15981735,8546356.0,19.477904761904764
187,European Region,AUT,Austria,Hollabrunn,2014,8.82,94.57762557,8546356.0,19.477904761904764
188,European Region,AUT,Austria,Illmitz,2014,8.02,92.7739726,8546356.0,19.477904761904764
189,European Region,AUT,Austria,Innsbruck,2014,29.3,95.5936073066666,8546356.0,19.477904761904764
190,European Region,AUT,Austria,Judenburg,2014,13.18,95.4109589,8546356.0,19.477904761904764
191,European Region,AUT,Austria,Judendorf-Strassengel,2014,20.82,95.45091324,8546356.0,19.477904761904764
192,European Region,AUT,Austria,Kapfenberg,2014,17.74,95.62785388,8546356.0,19.477904761904764
193,European Region,AUT,Austria,Klagenfurt Am Worthersee,2014,27.99,95.19025875,8546356.0,19.477904761904764
194,European Region,AUT,Austria,Klöchberg,2014,7.11,93.01369863,8546356.0,19.477904761904764
195,European Region,AUT,Austria,Klosterneuburg,2014,17.48,95.4309360725,8546356.0,19.477904761904764
196,European Region,AUT,Austria,Knittelfeld,2014,15.61,95.39954338,8546356.0,19.477904761904764
197,European Region,AUT,Austria,Koflach,2014,18.39,95.10273973,8546356.0,19.477904761904764
198,European Region,AUT,Austria,Kramsach,2014,19.39,94.17808219,8546356.0,19.477904761904764
199,European Region,AUT,Austria,Krems An Der Donau,2014,17.93,94.50913242,8546356.0,19.477904761904764
200,European Region,AUT,Austria,Kreuth,2014,2.71,94.21232877,8546356.0,19.477904761904764
201,European Region,AUT,Austria,Kreuzberg,2014,5.06,95.456621,8546356.0,19.477904761904764
202,European Region,AUT,Austria,Kriegen,2014,11.14,93.20776256,8546356.0,19.477904761904764
203,European Region,AUT,Austria,Kufstein,2014,23.4,95.62785388,8546356.0,19.477904761904764
204,European Region,AUT,Austria,Leibnitz,2014,16.72,95.57648402,8546356.0,19.477904761904764
205,European Region,AUT,Austria,Lenzing,2014,15.48,93.00228311,8546356.0,19.477904761904764
206,European Region,AUT,Austria,Leoben,2014,18.42,95.71917808,8546356.0,19.477904761904764
207,European Region,AUT,Austria,Lienz,2014,26.25,95.63926941,8546356.0,19.477904761904764
208,European Region,AUT,Austria,Liezen,2014,14.65,95.51369863,8546356.0,19.477904761904764
209,European Region,AUT,Austria,Linz,2014,32.29,91.35844749,8546356.0,19.477904761904764
210,European Region,AUT,Austria,Lustenau,2014,32.24,95.074200915,8546356.0,19.477904761904764
211,European Region,AUT,Austria,Modling,2014,18.67,95.55936073,8546356.0,19.477904761904764
212,European Region,AUT,Austria,Murzzuschlag,2014,16.16,95.35388128,8546356.0,19.477904761904764
213,European Region,AUT,Austria,Natters,2014,43.9,95.53652968,8546356.0,19.477904761904764
214,European Region,AUT,Austria,Oberschutzen,2014,9.19,95.4109589,8546356.0,19.477904761904764
215,European Region,AUT,Austria,Obervellach-West,2014,11.05,95.47945205,8546356.0,19.477904761904764
216,European Region,AUT,Austria,Pamet,2014,8.3,94.41780822,8546356.0,19.477904761904764
217,European Region,AUT,Austria,Peggau,2014,17.57,95.62785388,8546356.0,19.477904761904764
218,European Region,AUT,Austria,Purkersdorf,2014,17.95,95.51369863,8546356.0,19.477904761904764
219,European Region,AUT,Austria,Radfeld,2014,47.89,95.58219178,8546356.0,19.477904761904764
220,European Region,AUT,Austria,Reichraming,2014,4.17,92.89954338,8546356.0,19.477904761904764
221,European Region,AUT,Austria,Salzburg,2014,34.43,95.3500761066666,8546356.0,19.477904761904764
222,European Region,AUT,Austria,Sankt Johann Im Pongau,2014,21.32,95.57077626,8546356.0,19.477904761904764
223,European Region,AUT,Austria,Sankt Pöelten,2014,26.79,95.0,8546356.0,19.477904761904764
224,European Region,AUT,Austria,Sankt Valentin,2014,24.52,94.73744292,8546356.0,19.477904761904764
225,European Region,AUT,Austria,Sankt Veit An Der Glan District,2014,14.5,94.6803653,8546356.0,19.477904761904764
226,European Region,AUT,Austria,Schondorf,2014,14.64,92.7283105,8546356.0,19.477904761904764
227,European Region,AUT,Austria,Schwechat,2014,22.96,94.66894977,8546356.0,19.477904761904764
228,European Region,AUT,Austria,Schweighof,2014,3.56,95.0,8546356.0,19.477904761904764
229,European Region,AUT,Austria,Spittal An Der Drau,2014,23.03,95.66210046,8546356.0,19.477904761904764
230,European Region,AUT,Austria,Steyr,2014,16.98,93.57305936,8546356.0,19.477904761904764
231,European Region,AUT,Austria,Steyregg,2014,18.53,93.08219178,8546356.0,19.477904761904764
232,European Region,AUT,Austria,Stixneusiedl,2014,12.42,95.43378995,8546356.0,19.477904761904764
233,European Region,AUT,Austria,Stockerau,2014,24.53,95.30821918,8546356.0,19.477904761904764
234,European Region,AUT,Austria,Streithofen,2014,8.7,95.34246575,8546356.0,19.477904761904764
235,European Region,AUT,Austria,Sulzberg,2014,5.44,95.17123288,8546356.0,19.477904761904764
236,European Region,AUT,Austria,Tamsweg,2014,24.27,95.44520548,8546356.0,19.477904761904764
237,European Region,AUT,Austria,Thaures,2014,8.16,95.4109589,8546356.0,19.477904761904764
238,European Region,AUT,Austria,Traismauer,2014,14.62,95.14840183,8546356.0,19.477904761904764
239,European Region,AUT,Austria,Traun,2014,23.26,92.7739726,8546356.0,19.477904761904764
240,European Region,AUT,Austria,Tulln An Der Donau,2014,19.18,95.53652968,8546356.0,19.477904761904764
241,European Region,AUT,Austria,Unterbergern,2014,9.16,91.54109589,8546356.0,19.477904761904764
242,European Region,AUT,Austria,Villach,2014,26.72,95.54794521,8546356.0,19.477904761904764
243,European Region,AUT,Austria,Voitsberg,2014,15.38,95.59360731,8546356.0,19.477904761904764
244,European Region,AUT,Austria,Vomp,2014,46.08,95.50799087,8546356.0,19.477904761904764
245,European Region,AUT,Austria,Vösendorf,2014,22.19,93.77853881,8546356.0,19.477904761904764
246,European Region,AUT,Austria,Weiz,2014,22.68,95.51369863,8546356.0,19.477904761904764
247,European Region,AUT,Austria,Wels,2014,27.44,92.53424658,8546356.0,19.477904761904764
248,European Region,AUT,Austria,Wien,2014,26.38,94.7515444541176,8546356.0,19.477904761904764
249,European Region,AUT,Austria,Wiener Neudorf,2014,26.62,95.03424658,8546356.0,19.477904761904764
250,European Region,AUT,Austria,Wiener Neustadt,2014,15.9,93.89269406,8546356.0,19.477904761904764
251,European Region,AUT,Austria,Wildon,2014,11.61,95.55936073,8546356.0,19.477904761904764
252,European Region,AUT,Austria,Wolfsberg,2014,26.14,95.52511416,8546356.0,19.477904761904764
253,European Region,AUT,Austria,Wolkersdorf Im Weinviertel,2014,13.54,95.456621,8546356.0,19.477904761904764
254,European Region,AUT,Austria,Worgl,2014,25.33,94.97716895,8546356.0,19.477904761904764
255,European Region,AUT,Austria,Zell Am See,2014,15.5,92.46575342,8546356.0,19.477904761904764
256,European Region,AUT,Austria,Am Rechen,2015,17.43,95.37671233,8642699.0,20.736237623762378
257,European Region,AUT,Austria,Amstetten,2015,23.62,95.43378995,8642699.0,20.736237623762378
258,European Region,AUT,Austria,Bad Vöslau,2015,12.89,94.66894977,8642699.0,20.736237623762378
259,European Region,AUT,Austria,Biedermannsdorf,2015,28.5,92.07762557,8642699.0,20.736237623762378
260,European Region,AUT,Austria,Bludenz,2015,24.02,95.1369863,8642699.0,20.736237623762378
261,European Region,AUT,Austria,Bratislava,2015,14.32,95.55936073,8642699.0,20.736237623762378
262,European Region,AUT,Austria,Bruck An Der Mur,2015,18.56,95.58219178,8642699.0,20.736237623762378
263,European Region,AUT,Austria,Burgfried,2015,42.64,95.68493151,8642699.0,20.736237623762378
264,European Region,AUT,Austria,Dalaas,2015,28.11,95.1826484,8642699.0,20.736237623762378
265,European Region,AUT,Austria,Deutschlandsberg,2015,13.19,95.47945205,8642699.0,20.736237623762378
266,European Region,AUT,Austria,Donawitz,2015,18.23,95.57077626,8642699.0,20.736237623762378
267,European Region,AUT,Austria,Dornbirn,2015,33.85,95.11415525,8642699.0,20.736237623762378
268,European Region,AUT,Austria,Durnrohr,2015,14.03,94.88584475,8642699.0,20.736237623762378
269,European Region,AUT,Austria,Eisenstadt,2015,18.68,95.44520548,8642699.0,20.736237623762378
270,European Region,AUT,Austria,Enns,2015,45.2,94.8630137,8642699.0,20.736237623762378
271,European Region,AUT,Austria,Feldkirch,2015,44.91,95.52511416,8642699.0,20.736237623762378
272,European Region,AUT,Austria,Freistadt,2015,6.67,92.73972603,8642699.0,20.736237623762378
273,European Region,AUT,Austria,Furstenfeld,2015,18.65,95.65068493,8642699.0,20.736237623762378
274,European Region,AUT,Austria,Gänserndorf,2015,13.05,95.58219178,8642699.0,20.736237623762378
275,European Region,AUT,Austria,Gemeinde Imst,2015,37.72,95.38812785,8642699.0,20.736237623762378
276,European Region,AUT,Austria,Gmunden,2015,15.96,94.09817352,8642699.0,20.736237623762378
277,European Region,AUT,Austria,Graz,2015,31.18,95.2283105016666,8642699.0,20.736237623762378
278,European Region,AUT,Austria,Graz-Umgebung,2015,17.12,94.5890411,8642699.0,20.736237623762378
279,European Region,AUT,Austria,Grossenzersdorf,2015,14.14,93.91552511,8642699.0,20.736237623762378
280,European Region,AUT,Austria,Hainburg An Der Donau,2015,14.3,95.59360731,8642699.0,20.736237623762378
281,European Region,AUT,Austria,Hall In Tirol,2015,40.94,95.61643836,8642699.0,20.736237623762378
282,European Region,AUT,Austria,Hallein,2015,35.19,95.40715373,8642699.0,20.736237623762378
283,European Region,AUT,Austria,Hartberg,2015,18.58,95.55936073,8642699.0,20.736237623762378
284,European Region,AUT,Austria,Heiterwang,2015,17.46,95.63926941,8642699.0,20.736237623762378
285,European Region,AUT,Austria,Hermagor,2015,2.71,93.15068493,8642699.0,20.736237623762378
286,European Region,AUT,Austria,Herzogberg,2015,11.3,95.58219178,8642699.0,20.736237623762378
