,WHO Region,ISO3,WHO Country Name,City or Locality,Measurement Year,NO2 (μg/m3),NO2 temporal coverage (%),Population,Average NO2
1439,European Region,BGR,Bulgaria,Varna,2018,24.28,91.107305935,7025037.0,19.05666666666667
1440,European Region,BGR,Bulgaria,Vratsa,2018,20.16,94.9086758,7025037.0,19.05666666666667
1441,European Region,BIH,Bosnia and Herzegovina,Gorazde,2016,10.03,96.09517304,3480986.0,18.385714285714283
1442,European Region,BIH,Bosnia and Herzegovina,Ilidza,2016,18.86,94.63797814,3480986.0,18.385714285714283
1443,European Region,BIH,Bosnia and Herzegovina,Jajce,2016,15.04,97.35883424,3480986.0,18.385714285714283
1444,European Region,BIH,Bosnia and Herzegovina,Prijedor,2016,16.79,95.42349727,3480986.0,18.385714285714283
1445,European Region,BIH,Bosnia and Herzegovina,Sarajevo Canton,2016,20.36,96.30009107,3480986.0,18.385714285714283
1446,European Region,BIH,Bosnia and Herzegovina,Tuzla,2016,28.17,95.09335155,3480986.0,18.385714285714283
1447,European Region,BIH,Bosnia and Herzegovina,Zenica-Doboj Canton,2016,19.45,95.18442623,3480986.0,18.385714285714283
1448,European Region,BIH,Bosnia and Herzegovina,Gorazde,2017,11.22,97.61415525,3440027.0,24.615
1449,European Region,BIH,Bosnia and Herzegovina,Ilidza,2017,30.77,90.65068493,3440027.0,24.615
1450,European Region,BIH,Bosnia and Herzegovina,Lukavac,2017,23.83,98.86986301,3440027.0,24.615
1451,European Region,BIH,Bosnia and Herzegovina,Prijedor,2017,13.86,95.01141553,3440027.0,24.615
1452,European Region,BIH,Bosnia and Herzegovina,Sarajevo,2017,41.26,93.31050228,3440027.0,24.615
1453,European Region,BIH,Bosnia and Herzegovina,Tuzla,2017,26.75,98.01369863,3440027.0,24.615
1454,European Region,BIH,Bosnia and Herzegovina,Gorazde,2019,6.8,91.60958904,3360711.0,21.063333333333333
1455,European Region,BIH,Bosnia and Herzegovina,Lukavac,2019,22.94,98.58447489,3360711.0,21.063333333333333
1456,European Region,BIH,Bosnia and Herzegovina,Sarajevo,2019,35.48,96.91780822,3360711.0,21.063333333333333
1457,European Region,BIH,Bosnia and Herzegovina,Sarajevo Canton,2019,19.78,90.325342465,3360711.0,21.063333333333333
1458,European Region,BIH,Bosnia and Herzegovina,Tuzla,2019,26.62,99.82876712,3360711.0,21.063333333333333
1459,European Region,BIH,Bosnia and Herzegovina,Zenica,2019,14.76,92.1803653,3360711.0,21.063333333333333
1460,European Region,BIH,Bosnia and Herzegovina,Ilidza,2018,29.42,90.26255708,3400129.0,22.677142857142858
1461,European Region,BIH,Bosnia and Herzegovina,Jajce,2018,12.26,94.76027397,3400129.0,22.677142857142858
1462,European Region,BIH,Bosnia and Herzegovina,Lukavac,2018,23.55,98.80136986,3400129.0,22.677142857142858
1463,European Region,BIH,Bosnia and Herzegovina,Prijedor,2018,15.38,95.61643836,3400129.0,22.677142857142858
1464,European Region,BIH,Bosnia and Herzegovina,Sarajevo,2018,35.01,95.81050228,3400129.0,22.677142857142858
1465,European Region,BIH,Bosnia and Herzegovina,Sarajevo Canton,2018,19.98,90.878995435,3400129.0,22.677142857142858
1466,European Region,BIH,Bosnia and Herzegovina,Tuzla,2018,23.14,99.06392694,3400129.0,22.677142857142858
1467,Region of the Americas,BRA,Brazil,Araraquara,2018,17.46,95.6164383561644,210166592.0,22.072222222222223
1468,Region of the Americas,BRA,Brazil,Bauru,2018,15.67,97.8082191780822,210166592.0,22.072222222222223
1469,Region of the Americas,BRA,Brazil,Carapicuiba,2018,32.16,95.6164383561644,210166592.0,22.072222222222223
1470,Region of the Americas,BRA,Brazil,Cariacica,2018,24.98,90.6849315068493,210166592.0,22.072222222222223
1471,Region of the Americas,BRA,Brazil,Catanduva,2018,16.17,98.6301369863014,210166592.0,22.072222222222223
1472,Region of the Americas,BRA,Brazil,Jai,2018,14.1,94.5205479452055,210166592.0,22.072222222222223
1473,Region of the Americas,BRA,Brazil,Japeri,2018,3.51,90.6849315068493,210166592.0,22.072222222222223
1474,Region of the Americas,BRA,Brazil,Jundiai,2018,25.51,96.7123287671233,210166592.0,22.072222222222223
1475,Region of the Americas,BRA,Brazil,Osasco,2018,45.08,95.0684931506849,210166592.0,22.072222222222223
1476,Region of the Americas,BRA,Brazil,Presidente Prudente,2018,11.01,96.1643835616438,210166592.0,22.072222222222223
1477,Region of the Americas,BRA,Brazil,Santos,2018,28.63,94.7945205479452,210166592.0,22.072222222222223
1478,Region of the Americas,BRA,Brazil,Sao Caetano Do Sul,2018,33.75,96.7123287671233,210166592.0,22.072222222222223
1479,Region of the Americas,BRA,Brazil,Sao Jose Do Rio Preto,2018,20.5,95.7534246575342,210166592.0,22.072222222222223
1480,Region of the Americas,BRA,Brazil,Sao Paulo,2018,38.27,93.0479452054794,210166592.0,22.072222222222223
1481,Region of the Americas,BRA,Brazil,Sorocaba,2018,16.83,90.1369863013699,210166592.0,22.072222222222223
1482,Region of the Americas,BRA,Brazil,Taboao Da Serra,2018,37.62,90.958904109589,210166592.0,22.072222222222223
1483,Region of the Americas,BRA,Brazil,Vila Velha,2018,16.04,95.8904109589041,210166592.0,22.072222222222223
1484,Region of the Americas,BRA,Brazil,Volta Redonda,2018,0.01,91.6438356164383,210166592.0,22.072222222222223
1485,Region of the Americas,BRA,Brazil,Araraquara,2019,17.33,99.1780821917808,211782878.0,17.341363636363635
1486,Region of the Americas,BRA,Brazil,Bauru,2019,15.38,93.972602739726,211782878.0,17.341363636363635
1487,Region of the Americas,BRA,Brazil,Betim,2019,11.32,90.1369863013698,211782878.0,17.341363636363635
1488,Region of the Americas,BRA,Brazil,Cariacica,2019,27.62,96.7123287671233,211782878.0,17.341363636363635
1489,Region of the Americas,BRA,Brazil,Catanduva,2019,15.48,97.5342465753425,211782878.0,17.341363636363635
1490,Region of the Americas,BRA,Brazil,Duque De Caxias,2019,24.34,94.7945205479452,211782878.0,17.341363636363635
1491,Region of the Americas,BRA,Brazil,Ibirite,2019,10.8,96.4383561643836,211782878.0,17.341363636363635
1492,Region of the Americas,BRA,Brazil,Itaguai,2019,12.95,93.4246575342466,211782878.0,17.341363636363635
1493,Region of the Americas,BRA,Brazil,Jai,2019,11.57,98.3561643835616,211782878.0,17.341363636363635
1494,Region of the Americas,BRA,Brazil,Japeri,2019,6.06,92.0547945205479,211782878.0,17.341363636363635
1495,Region of the Americas,BRA,Brazil,Jundiai,2019,25.17,97.2602739726026,211782878.0,17.341363636363635
1496,Region of the Americas,BRA,Brazil,Marilia,2019,11.8,92.0547945205479,211782878.0,17.341363636363635
1497,Region of the Americas,BRA,Brazil,Osasco,2019,45.34,91.7808219178082,211782878.0,17.341363636363635
1498,Region of the Americas,BRA,Brazil,Porto Real,2019,12.25,95.3424657534247,211782878.0,17.341363636363635
1499,Region of the Americas,BRA,Brazil,Presidente Prudente,2019,11.31,91.2328767123288,211782878.0,17.341363636363635
1500,Region of the Americas,BRA,Brazil,Resende,2019,5.45,96.7123287671233,211782878.0,17.341363636363635
1501,Region of the Americas,BRA,Brazil,Rio De Janeiro,2019,7.33,95.3424657534246,211782878.0,17.341363636363635
1502,Region of the Americas,BRA,Brazil,Sao Jose Do Rio Preto,2019,19.45,96.5753424657534,211782878.0,17.341363636363635
1503,Region of the Americas,BRA,Brazil,Sao Paulo,2019,39.06,90.0978473581213,211782878.0,17.341363636363635
1504,Region of the Americas,BRA,Brazil,Serra,2019,18.21,97.2602739726026,211782878.0,17.341363636363635
1505,Region of the Americas,BRA,Brazil,Vila Velha,2019,15.82,94.2465753424658,211782878.0,17.341363636363635
1506,Region of the Americas,BRA,Brazil,Vitoria,2019,17.47,95.6164383561644,211782878.0,17.341363636363635
1507,Region of the Americas,CAN,Canada,Aamjiwnaang,2018,11.0,99.0,37065084.0,11.636641791044775
1508,Region of the Americas,CAN,Canada,Abbotsford,2018,16.0,98.0,37065084.0,11.636641791044775
1509,Region of the Americas,CAN,Canada,Agassiz,2018,15.0,99.0,37065084.0,11.636641791044775
1510,Region of the Americas,CAN,Canada,Anzac,2018,4.0,95.0,37065084.0,11.636641791044775
1511,Region of the Americas,CAN,Canada,Barrie,2018,11.0,99.0,37065084.0,11.636641791044775
1512,Region of the Americas,CAN,Canada,Bathurst,2018,2.0,100.0,37065084.0,11.636641791044775
1513,Region of the Americas,CAN,Canada,Beaverlodge,2018,8.0,94.0,37065084.0,11.636641791044775
1514,Region of the Americas,CAN,Canada,Belleville,2018,8.0,100.0,37065084.0,11.636641791044775
1515,Region of the Americas,CAN,Canada,Brampton,2018,15.0,100.0,37065084.0,11.636641791044775
1516,Region of the Americas,CAN,Canada,Brandon,2018,13.0,96.0,37065084.0,11.636641791044775
1517,Region of the Americas,CAN,Canada,Brantford,2018,9.0,99.0,37065084.0,11.636641791044775
1518,Region of the Americas,CAN,Canada,Breton,2018,8.0,94.0,37065084.0,11.636641791044775
1519,Region of the Americas,CAN,Canada,Brossard,2018,11.0,96.0,37065084.0,11.636641791044775
1520,Region of the Americas,CAN,Canada,Bruderheim,2018,11.0,95.0,37065084.0,11.636641791044775
1521,Region of the Americas,CAN,Canada,Buffalo Narrows,2018,2.0,98.0,37065084.0,11.636641791044775
1522,Region of the Americas,CAN,Canada,Burlington,2018,17.0,99.0,37065084.0,11.636641791044775
1523,Region of the Americas,CAN,Canada,Burnaby,2018,19.33,99.3333333,37065084.0,11.636641791044775
1524,Region of the Americas,CAN,Canada,Calgary,2018,30.0,96.5,37065084.0,11.636641791044775
1525,Region of the Americas,CAN,Canada,Cape Breton - Sydney,2018,6.0,99.0,37065084.0,11.636641791044775
1526,Region of the Americas,CAN,Canada,Caroline,2018,6.0,94.0,37065084.0,11.636641791044775
1527,Region of the Americas,CAN,Canada,Carrot Creek,2018,9.0,94.0,37065084.0,11.636641791044775
1528,Region of the Americas,CAN,Canada,Castlegar,2018,11.0,95.0,37065084.0,11.636641791044775
1529,Region of the Americas,CAN,Canada,Charlottetown,2018,4.0,99.0,37065084.0,11.636641791044775
1530,Region of the Americas,CAN,Canada,Chatham,2018,9.0,100.0,37065084.0,11.636641791044775
1531,Region of the Americas,CAN,Canada,Chilliwack,2018,15.0,98.0,37065084.0,11.636641791044775
1532,Region of the Americas,CAN,Canada,Cold Lake,2018,8.0,94.0,37065084.0,11.636641791044775
1533,Region of the Americas,CAN,Canada,Conklin,2018,4.0,95.0,37065084.0,11.636641791044775
1534,Region of the Americas,CAN,Canada,Coquitlam,2018,17.0,100.0,37065084.0,11.636641791044775
1535,Region of the Americas,CAN,Canada,Corner Brook,2018,6.0,97.0,37065084.0,11.636641791044775
1536,Region of the Americas,CAN,Canada,Cornwall,2018,9.0,99.0,37065084.0,11.636641791044775
1537,Region of the Americas,CAN,Canada,Courtenay,2018,8.0,94.0,37065084.0,11.636641791044775
1538,Region of the Americas,CAN,Canada,Delta,2018,18.5,99.0,37065084.0,11.636641791044775
1539,Region of the Americas,CAN,Canada,Edmonton,2018,24.75,94.0,37065084.0,11.636641791044775
1540,Region of the Americas,CAN,Canada,Edmundston,2018,9.0,100.0,37065084.0,11.636641791044775
1541,Region of the Americas,CAN,Canada,Edson,2018,15.0,91.0,37065084.0,11.636641791044775
1542,Region of the Americas,CAN,Canada,Elk Island,2018,8.0,94.0,37065084.0,11.636641791044775
1543,Region of the Americas,CAN,Canada,Estevan,2018,9.0,96.0,37065084.0,11.636641791044775
1544,Region of the Americas,CAN,Canada,Fort Mckay,2018,13.0,94.3333332999999,37065084.0,11.636641791044775
1545,Region of the Americas,CAN,Canada,Fort Mcmurray,2018,11.0,94.0,37065084.0,11.636641791044775
1546,Region of the Americas,CAN,Canada,Fort Saskatchewan,2018,15.67,94.3333332999999,37065084.0,11.636641791044775
1547,Region of the Americas,CAN,Canada,Fort Smith,2018,4.0,99.0,37065084.0,11.636641791044775
1548,Region of the Americas,CAN,Canada,Fort St John,2018,13.0,92.0,37065084.0,11.636641791044775
1549,Region of the Americas,CAN,Canada,Fredericton,2018,4.0,100.0,37065084.0,11.636641791044775
1550,Region of the Americas,CAN,Canada,Gatineau,2018,11.0,100.0,37065084.0,11.636641791044775
1551,Region of the Americas,CAN,Canada,Genesee,2018,9.0,93.0,37065084.0,11.636641791044775
1552,Region of the Americas,CAN,Canada,Gibbons,2018,15.0,95.0,37065084.0,11.636641791044775
1553,Region of the Americas,CAN,Canada,Grand Bend,2018,6.0,98.0,37065084.0,11.636641791044775
1554,Region of the Americas,CAN,Canada,Grande Prairie,2018,23.0,95.0,37065084.0,11.636641791044775
1555,Region of the Americas,CAN,Canada,Guelph,2018,11.0,99.0,37065084.0,11.636641791044775
1556,Region of the Americas,CAN,Canada,Halifax,2018,6.5,99.0,37065084.0,11.636641791044775
1557,Region of the Americas,CAN,Canada,Hamilton,2018,19.67,99.3333333,37065084.0,11.636641791044775
1558,Region of the Americas,CAN,Canada,Hinton,2018,15.0,95.0,37065084.0,11.636641791044775
1559,Region of the Americas,CAN,Canada,Hope,2018,8.0,99.0,37065084.0,11.636641791044775
1560,Region of the Americas,CAN,Canada,Inuvik,2018,4.0,99.0,37065084.0,11.636641791044775
1561,Region of the Americas,CAN,Canada,Kamloops,2018,23.0,95.0,37065084.0,11.636641791044775
1562,Region of the Americas,CAN,Canada,Kelowna,2018,13.0,96.0,37065084.0,11.636641791044775
1563,Region of the Americas,CAN,Canada,Kentville,2018,2.0,99.0,37065084.0,11.636641791044775
1564,Region of the Americas,CAN,Canada,Kingston,2018,8.0,99.0,37065084.0,11.636641791044775
1565,Region of the Americas,CAN,Canada,Kitchener,2018,11.0,99.0,37065084.0,11.636641791044775
1566,Region of the Americas,CAN,Canada,Labrador City,2018,6.0,98.0,37065084.0,11.636641791044775
1567,Region of the Americas,CAN,Canada,Lamont,2018,9.0,95.0,37065084.0,11.636641791044775
1568,Region of the Americas,CAN,Canada,Langdale,2018,8.0,94.0,37065084.0,11.636641791044775
1569,Region of the Americas,CAN,Canada,Langley,2018,11.0,98.0,37065084.0,11.636641791044775
1570,Region of the Americas,CAN,Canada,Laval,2018,15.0,99.0,37065084.0,11.636641791044775
1571,Region of the Americas,CAN,Canada,Lethbridge,2018,11.0,95.0,37065084.0,11.636641791044775
1572,Region of the Americas,CAN,Canada,Levis,2018,9.0,98.0,37065084.0,11.636641791044775
1573,Region of the Americas,CAN,Canada,London,2018,9.0,99.0,37065084.0,11.636641791044775
1574,Region of the Americas,CAN,Canada,Longueuil,2018,15.0,97.0,37065084.0,11.636641791044775
1575,Region of the Americas,CAN,Canada,Maple Ridge,2018,15.0,99.0,37065084.0,11.636641791044775
1576,Region of the Americas,CAN,Canada,Medicine Hat,2018,13.0,94.0,37065084.0,11.636641791044775
1577,Region of the Americas,CAN,Canada,Mission,2018,13.0,99.0,37065084.0,11.636641791044775
1578,Region of the Americas,CAN,Canada,Mississauga,2018,13.0,99.0,37065084.0,11.636641791044775
1579,Region of the Americas,CAN,Canada,Moncton,2018,6.0,100.0,37065084.0,11.636641791044775
1580,Region of the Americas,CAN,Canada,Montreal,2018,18.89,98.1111111,37065084.0,11.636641791044775
1581,Region of the Americas,CAN,Canada,Mount Pearl,2018,4.0,97.0,37065084.0,11.636641791044775
1582,Region of the Americas,CAN,Canada,Nanaimo,2018,11.0,95.0,37065084.0,11.636641791044775
1583,Region of the Americas,CAN,Canada,New Westminster,2018,32.0,99.0,37065084.0,11.636641791044775
1584,Region of the Americas,CAN,Canada,Newmarket,2018,11.0,99.0,37065084.0,11.636641791044775
1585,Region of the Americas,CAN,Canada,Norman Wells,2018,4.0,100.0,37065084.0,11.636641791044775
1586,Region of the Americas,CAN,Canada,North Bay,2018,9.0,100.0,37065084.0,11.636641791044775
1587,Region of the Americas,CAN,Canada,North Vancouver,2018,22.5,99.0,37065084.0,11.636641791044775
1588,Region of the Americas,CAN,Canada,Oakville,2018,17.0,100.0,37065084.0,11.636641791044775
1589,Region of the Americas,CAN,Canada,Ottawa,2018,13.0,100.0,37065084.0,11.636641791044775
1590,Region of the Americas,CAN,Canada,Parry Sound,2018,6.0,99.0,37065084.0,11.636641791044775
1591,Region of the Americas,CAN,Canada,Peterborough,2018,9.0,99.0,37065084.0,11.636641791044775
1592,Region of the Americas,CAN,Canada,Pictou,2018,2.0,97.0,37065084.0,11.636641791044775
1593,Region of the Americas,CAN,Canada,Pitt Meadows,2018,17.0,99.0,37065084.0,11.636641791044775
1594,Region of the Americas,CAN,Canada,Port Hawkesbury,2018,6.0,98.0,37065084.0,11.636641791044775
1595,Region of the Americas,CAN,Canada,Port Moody,2018,23.0,99.0,37065084.0,11.636641791044775
1596,Region of the Americas,CAN,Canada,Port Stanley,2018,6.0,99.0,37065084.0,11.636641791044775
1597,Region of the Americas,CAN,Canada,Prince Albert,2018,11.0,98.0,37065084.0,11.636641791044775
1598,Region of the Americas,CAN,Canada,Quebec,2018,17.0,97.0,37065084.0,11.636641791044775
1599,Region of the Americas,CAN,Canada,Quesnel,2018,17.0,96.0,37065084.0,11.636641791044775
1600,Region of the Americas,CAN,Canada,Red Deer,2018,18.0,94.0,37065084.0,11.636641791044775
1601,Region of the Americas,CAN,Canada,Redwater,2018,11.0,94.0,37065084.0,11.636641791044775
1602,Region of the Americas,CAN,Canada,Regina,2018,17.0,97.0,37065084.0,11.636641791044775
1603,Region of the Americas,CAN,Canada,Richmond,2018,23.5,99.0,37065084.0,11.636641791044775
1604,Region of the Americas,CAN,Canada,Saint John,2018,6.0,99.3333333,37065084.0,11.636641791044775
1605,Region of the Americas,CAN,Canada,Saint-Anicet,2018,6.0,91.0,37065084.0,11.636641791044775
1606,Region of the Americas,CAN,Canada,Saint-Jean-Sur-Richelieu,2018,6.0,96.0,37065084.0,11.636641791044775
1607,Region of the Americas,CAN,Canada,Sarnia,2018,15.0,99.0,37065084.0,11.636641791044775
1608,Region of the Americas,CAN,Canada,Saskatoon,2018,17.0,99.0,37065084.0,11.636641791044775
1609,Region of the Americas,CAN,Canada,Sault Ste. Marie,2018,8.0,100.0,37065084.0,11.636641791044775
1610,Region of the Americas,CAN,Canada,Sherwood Park,2018,19.0,94.0,37065084.0,11.636641791044775
1611,Region of the Americas,CAN,Canada,Simcoe,2018,6.0,100.0,37065084.0,11.636641791044775
1612,Region of the Americas,CAN,Canada,Squamish,2018,11.0,98.0,37065084.0,11.636641791044775
1613,Region of the Americas,CAN,Canada,St Lina,2018,4.0,93.0,37065084.0,11.636641791044775
1614,Region of the Americas,CAN,Canada,St. Albert,2018,21.0,95.0,37065084.0,11.636641791044775
1615,Region of the Americas,CAN,Canada,St. Catharines,2018,11.0,99.0,37065084.0,11.636641791044775
1616,Region of the Americas,CAN,Canada,St. John's,2018,9.0,99.0,37065084.0,11.636641791044775
1617,Region of the Americas,CAN,Canada,Steeper,2018,4.0,93.0,37065084.0,11.636641791044775
1618,Region of the Americas,CAN,Canada,Sudbury,2018,13.0,99.0,37065084.0,11.636641791044775
1619,Region of the Americas,CAN,Canada,Sunnybrook,2018,9.0,95.0,37065084.0,11.636641791044775
1620,Region of the Americas,CAN,Canada,Surrey,2018,17.0,99.0,37065084.0,11.636641791044775
1621,Region of the Americas,CAN,Canada,Swift Current,2018,13.0,98.0,37065084.0,11.636641791044775
1622,Region of the Americas,CAN,Canada,Taylor,2018,13.0,95.0,37065084.0,11.636641791044775
1623,Region of the Americas,CAN,Canada,Terrace,2018,6.0,96.0,37065084.0,11.636641791044775
1624,Region of the Americas,CAN,Canada,Terrebonne,2018,9.0,99.0,37065084.0,11.636641791044775
1625,Region of the Americas,CAN,Canada,Thorsby,2018,6.0,95.0,37065084.0,11.636641791044775
1626,Region of the Americas,CAN,Canada,Thunder Bay,2018,15.0,99.0,37065084.0,11.636641791044775
1627,Region of the Americas,CAN,Canada,Tomahawk,2018,8.0,94.0,37065084.0,11.636641791044775
1628,Region of the Americas,CAN,Canada,Toronto,2018,25.5,99.0,37065084.0,11.636641791044775
1629,Region of the Americas,CAN,Canada,Vancouver,2018,34.0,97.0,37065084.0,11.636641791044775
1630,Region of the Americas,CAN,Canada,Vernon,2018,19.0,96.0,37065084.0,11.636641791044775
1631,Region of the Americas,CAN,Canada,Victoria,2018,12.0,94.5,37065084.0,11.636641791044775
1632,Region of the Americas,CAN,Canada,Violet Grove,2018,8.0,94.0,37065084.0,11.636641791044775
1633,Region of the Americas,CAN,Canada,Wapasu,2018,6.0,95.0,37065084.0,11.636641791044775
1634,Region of the Americas,CAN,Canada,Wellington,2018,2.0,98.0,37065084.0,11.636641791044775
1635,Region of the Americas,CAN,Canada,Whistler,2018,8.0,99.0,37065084.0,11.636641791044775
1636,Region of the Americas,CAN,Canada,Whitehorse,2018,11.0,99.0,37065084.0,11.636641791044775
1637,Region of the Americas,CAN,Canada,Williams Lake,2018,13.0,94.0,37065084.0,11.636641791044775
1638,Region of the Americas,CAN,Canada,Windsor,2018,19.0,97.5,37065084.0,11.636641791044775
1639,Region of the Americas,CAN,Canada,Winnipeg,2018,12.5,95.0,37065084.0,11.636641791044775
1640,Region of the Americas,CAN,Canada,Yellowknife,2018,6.0,100.0,37065084.0,11.636641791044775
1641,Region of the Americas,CAN,Canada,Aamjiwnaang,2019,11.0,100.0,37601230.0,11.136569343065693
1642,Region of the Americas,CAN,Canada,Abbotsford,2019,15.0,98.0,37601230.0,11.136569343065693
1643,Region of the Americas,CAN,Canada,Agassiz,2019,13.0,99.0,37601230.0,11.136569343065693
1644,Region of the Americas,CAN,Canada,Airdrie,2019,11.0,95.0,37601230.0,11.136569343065693
1645,Region of the Americas,CAN,Canada,Anzac,2019,4.0,94.0,37601230.0,11.136569343065693
1646,Region of the Americas,CAN,Canada,Ardrossan,2019,13.0,95.0,37601230.0,11.136569343065693
1647,Region of the Americas,CAN,Canada,Barrie,2019,11.0,100.0,37601230.0,11.136569343065693
1648,Region of the Americas,CAN,Canada,Bathurst,2019,2.0,100.0,37601230.0,11.136569343065693
1649,Region of the Americas,CAN,Canada,Beaverlodge,2019,9.0,95.0,37601230.0,11.136569343065693
1650,Region of the Americas,CAN,Canada,Belleville,2019,8.0,100.0,37601230.0,11.136569343065693
1651,Region of the Americas,CAN,Canada,Brampton,2019,17.0,99.0,37601230.0,11.136569343065693
1652,Region of the Americas,CAN,Canada,Brandon,2019,8.0,99.0,37601230.0,11.136569343065693
1653,Region of the Americas,CAN,Canada,Brantford,2019,11.0,99.0,37601230.0,11.136569343065693
1654,Region of the Americas,CAN,Canada,Breton,2019,8.0,95.0,37601230.0,11.136569343065693
1655,Region of the Americas,CAN,Canada,Brossard,2019,9.0,92.0,37601230.0,11.136569343065693
1656,Region of the Americas,CAN,Canada,Bruderheim,2019,11.0,94.0,37601230.0,11.136569343065693
1657,Region of the Americas,CAN,Canada,Burlington,2019,19.0,100.0,37601230.0,11.136569343065693
1658,Region of the Americas,CAN,Canada,Burnaby,2019,18.67,98.3333333,37601230.0,11.136569343065693
1659,Region of the Americas,CAN,Canada,Calgary,2019,27.0,95.5,37601230.0,11.136569343065693
1660,Region of the Americas,CAN,Canada,Cape Breton - Sydney,2019,6.0,96.0,37601230.0,11.136569343065693
1661,Region of the Americas,CAN,Canada,Caroline,2019,6.0,95.0,37601230.0,11.136569343065693
1662,Region of the Americas,CAN,Canada,Carrot Creek,2019,9.0,95.0,37601230.0,11.136569343065693
1663,Region of the Americas,CAN,Canada,Castlegar,2019,9.0,94.0,37601230.0,11.136569343065693
1664,Region of the Americas,CAN,Canada,Charlottetown,2019,4.0,93.0,37601230.0,11.136569343065693
1665,Region of the Americas,CAN,Canada,Chatham,2019,11.0,100.0,37601230.0,11.136569343065693
1666,Region of the Americas,CAN,Canada,Chilliwack,2019,15.0,99.0,37601230.0,11.136569343065693
1667,Region of the Americas,CAN,Canada,Cold Lake,2019,8.0,91.0,37601230.0,11.136569343065693
1668,Region of the Americas,CAN,Canada,Conklin,2019,2.0,95.0,37601230.0,11.136569343065693
1669,Region of the Americas,CAN,Canada,Coquitlam,2019,19.0,99.0,37601230.0,11.136569343065693
1670,Region of the Americas,CAN,Canada,Corner Brook,2019,6.0,99.0,37601230.0,11.136569343065693
1671,Region of the Americas,CAN,Canada,Cornwall,2019,9.0,99.0,37601230.0,11.136569343065693
1672,Region of the Americas,CAN,Canada,Courtenay,2019,8.0,91.0,37601230.0,11.136569343065693
1673,Region of the Americas,CAN,Canada,Delta,2019,18.0,98.5,37601230.0,11.136569343065693
1674,Region of the Americas,CAN,Canada,Duncan,2019,8.0,95.0,37601230.0,11.136569343065693
1675,Region of the Americas,CAN,Canada,Edmonton,2019,23.25,93.75,37601230.0,11.136569343065693
1676,Region of the Americas,CAN,Canada,Edmundston,2019,9.0,100.0,37601230.0,11.136569343065693
1677,Region of the Americas,CAN,Canada,Edson,2019,15.0,95.0,37601230.0,11.136569343065693
1678,Region of the Americas,CAN,Canada,Elk Island,2019,6.0,94.0,37601230.0,11.136569343065693
1679,Region of the Americas,CAN,Canada,Estevan,2019,9.0,99.0,37601230.0,11.136569343065693
1680,Region of the Americas,CAN,Canada,Fort Chipewyan,2019,4.0,95.0,37601230.0,11.136569343065693
1681,Region of the Americas,CAN,Canada,Fort Mckay,2019,12.33,94.6666667,37601230.0,11.136569343065693
1682,Region of the Americas,CAN,Canada,Fort Mcmurray,2019,12.0,95.0,37601230.0,11.136569343065693
1683,Region of the Americas,CAN,Canada,Fort Saskatchewan,2019,13.67,93.0,37601230.0,11.136569343065693
1684,Region of the Americas,CAN,Canada,Fort Smith,2019,4.0,100.0,37601230.0,11.136569343065693
1685,Region of the Americas,CAN,Canada,Fredericton,2019,6.0,99.0,37601230.0,11.136569343065693
1686,Region of the Americas,CAN,Canada,Gatineau,2019,9.0,100.0,37601230.0,11.136569343065693
1687,Region of the Americas,CAN,Canada,Genesee,2019,13.0,95.0,37601230.0,11.136569343065693
1688,Region of the Americas,CAN,Canada,Gibbons,2019,13.0,95.0,37601230.0,11.136569343065693
1689,Region of the Americas,CAN,Canada,Grand Bend,2019,6.0,98.0,37601230.0,11.136569343065693
1690,Region of the Americas,CAN,Canada,Grand Falls-Windsor,2019,4.0,92.0,37601230.0,11.136569343065693
1691,Region of the Americas,CAN,Canada,Grande Prairie,2019,21.0,95.0,37601230.0,11.136569343065693
1692,Region of the Americas,CAN,Canada,Guelph,2019,9.0,99.0,37601230.0,11.136569343065693
1693,Region of the Americas,CAN,Canada,Halifax,2019,8.5,95.0,37601230.0,11.136569343065693
1694,Region of the Americas,CAN,Canada,Hamilton,2019,22.5,99.5,37601230.0,11.136569343065693
1695,Region of the Americas,CAN,Canada,Hinton,2019,13.0,95.0,37601230.0,11.136569343065693
1696,Region of the Americas,CAN,Canada,Hope,2019,9.0,98.0,37601230.0,11.136569343065693
1697,Region of the Americas,CAN,Canada,Inuvik,2019,6.0,98.0,37601230.0,11.136569343065693
1698,Region of the Americas,CAN,Canada,Kamloops,2019,21.0,95.0,37601230.0,11.136569343065693
1699,Region of the Americas,CAN,Canada,Kentville,2019,2.0,99.0,37601230.0,11.136569343065693
1700,Region of the Americas,CAN,Canada,Kingston,2019,8.0,99.0,37601230.0,11.136569343065693
1701,Region of the Americas,CAN,Canada,Kitchener,2019,11.0,99.0,37601230.0,11.136569343065693
1702,Region of the Americas,CAN,Canada,Labrador City,2019,6.0,99.0,37601230.0,11.136569343065693
1703,Region of the Americas,CAN,Canada,Lamont,2019,8.0,95.0,37601230.0,11.136569343065693
1704,Region of the Americas,CAN,Canada,Langdale,2019,8.0,93.0,37601230.0,11.136569343065693
1705,Region of the Americas,CAN,Canada,Langley,2019,11.0,98.0,37601230.0,11.136569343065693
1706,Region of the Americas,CAN,Canada,Laval,2019,13.0,97.0,37601230.0,11.136569343065693
1707,Region of the Americas,CAN,Canada,Lethbridge,2019,11.0,93.0,37601230.0,11.136569343065693
